Summary,CVEs,Severity,Jfrog Severity,Type,Provider,Component,Infected Version,Fix Version,Edited,Component Versions Id,CVSS v2,CVSS v3,Cwe,Id,Is Source Root,Source Comp Id,Source Id,Component Physical Paths,Applicability
"Issue summary: A signed integer overflow when sizing the destination
buffer for Unicode output in ASN1_mbstring_ncopy() can lead to a heap
buffer overflow.

Impact summary: A heap buffer overflow may lead to a crash or possibly
attacker controlled code execution or other undefined behaviour.

In ASN1_mbstring_copy() and ASN1_mbstring_ncopy() the destination
size for Unicode output is computed in a signed int: by left shift
of the input character count for BMPSTRING (UTF-16) and
UNIVERSALSTRING (UTF-32), and by summing per-character byte counts
for UTF8STRING. The calculation overflows when the input reaches
around 2^30 characters. In the worst case (UNIVERSALSTRING at 2^30
characters) the size wraps to zero, OPENSSL_malloc(1) is called, and
the subsequent character copy writes several gigabytes past the
one-byte allocation.

X.509 certificate processing routes through ASN1_STRING_set_by_NID(),
whose DIRSTRING_TYPE mask excludes UNIVERSALSTRING and whose per-NID
size limits cap the input length; no network protocol or
certificate-handling path in OpenSSL exercises the overflow.
Triggering the bug requires an application that calls
ASN1_mbstring_copy() or ASN1_mbstring_ncopy() directly, or registers
a custom string type via ASN1_STRING_TABLE_add(), with
attacker-controlled input on the order of half a gigabyte or more.
For these reasons this issue was assigned Low severity.

The FIPS modules in 4.0, 3.6, 3.5, 3.4 and 3.0 are not affected by
this issue, as the affected code is outside the OpenSSL FIPS module
boundary.",CVE-2026-7383,High,,security,JFrog,alpine:libcrypto3,< 3.5.7-r0,3.5.7-r0,,3.17:libcrypto3,,8.1/CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-787,XRAY-1000467,false,alpine://3.17:libcrypto3:3.0.8-r3,alpine://3.17:libcrypto3,"sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:libssl3:3.0.8-r3;
sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:libcrypto3:3.0.8-r3",Applicable
"Issue summary: A specially crafted PKCS#7 or S/MIME signed message could
trigger a use-after-free during PKCS#7 signature verification.

Impact summary: A use-after-free may result in process crashes, heap
corruption, or potentially remote code execution.

When processing a PKCS#7 or S/MIME signed message, if the SignedData
digestAlgorithms field is present as an empty ASN.1 SET, OpenSSL may
incorrectly free a caller-owned BIO during PKCS7_verify(). A subsequent
use of the BIO by the calling application results in a use-after-free
condition.

In the common case this occurs when the application later calls
BIO_free() on the BIO originally passed to PKCS7_verify(). Depending
on allocator behavior and application-specific BIO usage patterns, this
may result in a crash or other memory corruption. In some application
contexts this may potentially be exploitable for remote code execution.

Applications that process PKCS#7 or S/MIME signed messages using OpenSSL
PKCS#7 APIs may be affected. Applications using the CMS APIs for this
processing are not affected.

The FIPS modules in 4.0, 3.6, 3.5, 3.4, and 3.0 are not affected by this
issue, as the affected code is outside the OpenSSL FIPS module boundary.",CVE-2026-45447,High,,security,JFrog,alpine:libcrypto3,< 3.5.7-r0,3.5.7-r0,,3.17:libcrypto3,,8.8/CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,CWE-416,XRAY-1000466,false,alpine://3.17:libcrypto3:3.0.8-r3,alpine://3.17:libcrypto3,"sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:libcrypto3:3.0.8-r3;
sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:libssl3:3.0.8-r3",Applicable
"Issue summary: When an application drives an AES-OCB context through the
public EVP_Cipher() one-shot interface, the application-supplied
initialisation vector (IV) is silently discarded.

Impact summary: Every message encrypted under the same key uses the
same effective nonce regardless of the IV supplied by the caller,
resulting in (key, nonce) reuse and loss of confidentiality.  If the
same code path is used to compute the authentication tag, the tag
depends only on the (key, IV) pair and not on the plaintext or
ciphertext, allowing universal forgery of arbitrary ciphertext from a
single captured message.

OpenSSL provides two ways to drive a cipher: the documented streaming
interface (EVP_CipherUpdate / EVP_CipherFinal_ex) and a lower-level
one-shot, EVP_Cipher(), whose documentation explicitly recommends
against use by applications in favour of EVP_CipherUpdate() and
EVP_CipherFinal_ex().  The OCB provider's streaming handler flushes
the application-supplied IV into the OCB context before processing
data; the one-shot handler did not.  Every call to EVP_Cipher() on an
AES-OCB context therefore ran with the all-zero key-derived offset
state left by cipher initialisation, regardless of the caller's IV.

If EVP_EncryptFinal_ex() is subsequently used to obtain the
authentication tag, the deferred IV setup runs at that point and
clears the running checksum that should have been accumulated over the
plaintext.  The resulting tag is a function of (key, IV) only and
verifies against any ciphertext produced under the same (key, IV)
pair.

The OpenSSL SSL/TLS implementation is not affected: AES-OCB is not a
TLS cipher suite, and libssl does not call EVP_Cipher() in any case.
Applications that drive AES-OCB through the documented streaming AEAD
API (EVP_CipherUpdate / EVP_CipherFinal_ex) are not affected.  Only
applications that combine the AES-OCB cipher with the EVP_Cipher()
one-shot API are vulnerable.

The FIPS modules in 4.0, 3.6, 3.5, 3.4 and 3.0 are not affected by
this issue, as AES-OCB is outside the O...",CVE-2026-45445,High,,security,JFrog,alpine:libcrypto3,< 3.5.7-r0,3.5.7-r0,,3.17:libcrypto3,,7.5/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,CWE-325,XRAY-1000464,false,alpine://3.17:libcrypto3:3.0.8-r3,alpine://3.17:libcrypto3,"sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:libcrypto3:3.0.8-r3;
sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:libssl3:3.0.8-r3",Applicable
"Issue Summary: The PKCS#12 file processing fails to perform sufficient input
validation for files that use Password-Based Message Authentication Code 1
(PBMAC1) integrity mechanism allowing a certificate and private key forgery.

Impact Summary: An attacker impersonating a user can cause a service reading
PKCS#12 files to accept forged certificates and private keys with a 1 in 256
probability.

If a service accepting PKCS#12 files is using passwords for authenticating
the received files, the attacker can create unencrypted PKCS#12 files that
use PBMAC1 authentication that specifies an HMAC key of only one byte, allowing
them to craft a file that will be accepted with a 1 in 256 probability.
That would then cause the service to accept a certificate and private key
controlled by the attacker.

The FIPS modules are not affected by this issue, as the affected code is
outside the OpenSSL FIPS module boundary.",CVE-2026-34181,High,,security,JFrog,alpine:libcrypto3,< 3.5.7-r0,3.5.7-r0,,3.17:libcrypto3,,7.4/CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:N,CWE-354,XRAY-1000455,false,alpine://3.17:libcrypto3:3.0.8-r3,alpine://3.17:libcrypto3,"sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:libcrypto3:3.0.8-r3;
sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:libssl3:3.0.8-r3",Applicable
"Issue summary: Parsing a crafted DER-encoded ASN.1 structure with a primitive
element whose content exceeds 2 gigabytes in length may cause a heap buffer
over-read on 64-bit Unix and Unix-like platforms.

Impact summary: The heap buffer over-read may crash the application (Denial of
Service) or to load into the decoded ASN.1 object contents of memory beyond the
end of the input buffer.  More typically such ASN.1 elements would instead be
truncated.

An integer truncation in OpenSSL's ASN.1 decoder causes the content length of
an ASN.1 primitive element to be mishandled when it exceeds 2 gigabytes. In the
worst case the truncated length is treated as a request to scan the binary
content for a terminating zero byte, possibly causing OpenSSL to read either
less than or beyond the end of the allocated buffer.

Applications that pass attacker-supplied data to d2i_X509(), d2i_PKCS7(), or
any other d2i_* decoding function are affected. OpenSSL's own command-line
tools are not vulnerable, as data read through the BIO layer is checked before
it reaches the affected code. The issue only affects 64-bit Unix and Unix-like
platforms; 32-bit platforms and 64-bit Windows are not affected.

The FIPS modules in 4.0, 3.6, 3.5, 3.4 and 3.0 are not affected by this issue,
as the affected code is outside the OpenSSL FIPS module boundary.",CVE-2026-34180,High,,security,JFrog,alpine:libcrypto3,< 3.5.7-r0,3.5.7-r0,,3.17:libcrypto3,,7.5/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-125,XRAY-1000454,false,alpine://3.17:libcrypto3:3.0.8-r3,alpine://3.17:libcrypto3,"sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:libcrypto3:3.0.8-r3;
sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:libssl3:3.0.8-r3",Applicable
"A prototype pollution vulnerability was found in lodash <4.17.11 where the functions merge, mergeWith, and defaultsDeep can be tricked into adding or modifying properties of Object.prototype.",CVE-2018-16487,Medium,High,security,JFrog,lodash,< 4.17.11,4.17.11,2023-01-08T19:32:00Z,lodash,6.8/CVSS:2.0/AV:N/AC:M/Au:N/C:P/I:P/A:P,5.6/CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:L,"CWE-400,NVD-CWE-noinfo",XRAY-75300,false,npm://lodash:4.17.4,npm://lodash,sha256__7ded2465c61dfe2b42e59390a496788532dfd7a3d1c980d186cd36a9e2133c06.tar.gz/app/node_modules/lodash,Applicable
"Issue summary: Clients using RFC7250 Raw Public Keys (RPKs) to authenticate a
server may fail to notice that the server was not authenticated, because
handshakes don't abort as expected when the SSL_VERIFY_PEER verification mode
is set.

Impact summary: TLS and DTLS connections using raw public keys may be
vulnerable to man-in-middle attacks when server authentication failure is not
detected by clients.

RPKs are disabled by default in both TLS clients and TLS servers.  The issue
only arises when TLS clients explicitly enable RPK use by the server, and the
server, likewise, enables sending of an RPK instead of an X.509 certificate
chain.  The affected clients are those that then rely on the handshake to
fail when the server's RPK fails to match one of the expected public keys,
by setting the verification mode to SSL_VERIFY_PEER.

Clients that enable server-side raw public keys can still find out that raw
public key verification failed by calling SSL_get_verify_result(), and those
that do, and take appropriate action, are not affected.  This issue was
introduced in the initial implementation of RPK support in OpenSSL 3.2.

The FIPS modules in 3.4, 3.3, 3.2, 3.1 and 3.0 are not affected by this issue.",CVE-2024-12797,Medium,Medium,security,JFrog,alpine:libcrypto3,< 3.3.3-r0,3.3.3-r0,,3.17:libcrypto3,,6.3/CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:L,CWE-392,XRAY-670233,false,alpine://3.17:libcrypto3:3.0.8-r3,alpine://3.17:libcrypto3,"sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:libcrypto3:3.0.8-r3;
sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:libssl3:3.0.8-r3",Applicable
"Lodash versions prior to 4.17.21 are vulnerable to Regular Expression Denial of Service (ReDoS) via the toNumber, trim and trimEnd functions.",CVE-2020-28500,Medium,Medium,security,JFrog,lodash,4.0.0 ≤ Version < 4.17.21,4.17.21,2023-01-08T19:28:00Z,lodash,5.0/CVSS:2.0/AV:N/AC:L/Au:N/C:N/I:N/A:P,5.3/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,"CWE-400,CWE-1333,NVD-CWE-Other",XRAY-140562,false,npm://lodash:4.17.4,npm://lodash,sha256__7ded2465c61dfe2b42e59390a496788532dfd7a3d1c980d186cd36a9e2133c06.tar.gz/app/node_modules/lodash,Applicable
"Issue summary: An OpenSSL TLS 1.3 server may fail to negotiate the expected
preferred key exchange group when its key exchange group configuration includes
the default by using the 'DEFAULT' keyword.

Impact summary: A less preferred key exchange may be used even when a more
preferred group is supported by both client and server, if the group
was not included among the client's initial predicated keyshares.
This will sometimes be the case with the new hybrid post-quantum groups,
if the client chooses to defer their use until specifically requested by
the server.

If an OpenSSL TLS 1.3 server's configuration uses the 'DEFAULT' keyword to
interpolate the built-in default group list into its own configuration, perhaps
adding or removing specific elements, then an implementation defect causes the
'DEFAULT' list to lose its 'tuple' structure, and all server-supported groups
were treated as a single sufficiently secure 'tuple', with the server not
sending a Hello Retry Request (HRR) even when a group in a more preferred tuple
was mutually supported.

As a result, the client and server might fail to negotiate a mutually supported
post-quantum key agreement group, such as 'X25519MLKEM768', if the client's
configuration results in only 'classical' groups (such as 'X25519' being the
only ones in the client's initial keyshare prediction).

OpenSSL 3.5 and later support a new syntax for selecting the most preferred TLS
1.3 key agreement group on TLS servers.  The old syntax had a single 'flat'
list of groups, and treated all the supported groups as sufficiently secure.
If any of the keyshares predicted by the client were supported by the server
the most preferred among these was selected, even if other groups supported by
the client, but not included in the list of predicted keyshares would have been
more preferred, if included.

The new syntax partitions the groups into distinct 'tuples' of roughly
equivalent security.  Within each tuple the most preferred group included among
the client's predicted keyshares is cho...",CVE-2026-2673,Medium,,security,JFrog,alpine:libcrypto3,< 3.5.6-r0,3.5.6-r0,,3.17:libcrypto3,,6.5/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L,CWE-757,XRAY-962301,false,alpine://3.17:libcrypto3:3.0.8-r3,alpine://3.17:libcrypto3,"sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:libssl3:3.0.8-r3;
sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:libcrypto3:3.0.8-r3",Applicable
"Issue summary: Processing some specially crafted ASN.1 object identifiers or
data containing them may be very slow.

Impact summary: Applications that use OBJ_obj2txt() directly, or use any of
the OpenSSL subsystems OCSP, PKCS7/SMIME, CMS, CMP/CRMF or TS with no message
size limit may experience notable to very long delays when processing those
messages, which may lead to a Denial of Service.

An OBJECT IDENTIFIER is composed of a series of numbers - sub-identifiers -
most of which have no size limit.  OBJ_obj2txt() may be used to translate
an ASN.1 OBJECT IDENTIFIER given in DER encoding form (using the OpenSSL
type ASN1_OBJECT) to its canonical numeric text form, which are the
sub-identifiers of the OBJECT IDENTIFIER in decimal form, separated by
periods.

When one of the sub-identifiers in the OBJECT IDENTIFIER is very large
(these are sizes that are seen as absurdly large, taking up tens or hundreds
of KiBs), the translation to a decimal number in text may take a very long
time.  The time complexity is O(n^2) with 'n' being the size of the
sub-identifiers in bytes (*).

With OpenSSL 3.0, support to fetch cryptographic algorithms using names /
identifiers in string form was introduced.  This includes using OBJECT
IDENTIFIERs in canonical numeric text form as identifiers for fetching
algorithms.

Such OBJECT IDENTIFIERs may be received through the ASN.1 structure
AlgorithmIdentifier, which is commonly used in multiple protocols to specify
what cryptographic algorithm should be used to sign or verify, encrypt or
decrypt, or digest passed data.

Applications that call OBJ_obj2txt() directly with untrusted data are
affected, with any version of OpenSSL.  If the use is for the mere purpose
of display, the severity is considered low.

In OpenSSL 3.0 and newer, this affects the subsystems OCSP, PKCS7/SMIME,
CMS, CMP/CRMF or TS.  It also impacts anything that processes X.509
certificates, including simple things like verifying its signature.

The impact on TLS is relatively low, because all versions of OpenSSL...",CVE-2023-2650,Medium,,security,JFrog,alpine:libcrypto3,< 3.0.9-r0,3.0.9-r0,,3.17:libcrypto3,,6.5/CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,CWE-770,XRAY-607987,false,alpine://3.17:libcrypto3:3.0.8-r3,alpine://3.17:libcrypto3,"sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:libssl3:3.0.8-r3;
sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:libcrypto3:3.0.8-r3",Applicable
"Issue summary: Applications performing certificate name checks (e.g., TLS
clients checking server certificates) may attempt to read an invalid memory
address resulting in abnormal termination of the application process.

Impact summary: Abnormal termination of an application can a cause a denial of
service.

Applications performing certificate name checks (e.g., TLS clients checking
server certificates) may attempt to read an invalid memory address when
comparing the expected name with an `otherName` subject alternative name of an
X.509 certificate. This may result in an exception that terminates the
application program.

Note that basic certificate chain validation (signatures, dates, ...) is not
affected, the denial of service can occur only when the application also
specifies an expected DNS name, Email address or IP address.

TLS servers rarely solicit client certificates, and even when they do, they
generally don't perform a name check against a reference identifier (expected
identity), but rather extract the presented identity after checking the
certificate chain.  So TLS servers are generally not affected and the severity
of the issue is Moderate.

The FIPS modules in 3.3, 3.2, 3.1 and 3.0 are not affected by this issue.",CVE-2024-6119,Low,Medium,security,JFrog,alpine:libcrypto3,< 3.0.15-r0,3.0.15-r0,,3.17:libcrypto3,,7.5/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-843,XRAY-632772,false,alpine://3.17:libcrypto3:3.0.8-r3,alpine://3.17:libcrypto3,"sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:libssl3:3.0.8-r3;
sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:libcrypto3:3.0.8-r3",Applicable
"Issue summary: Calling the OpenSSL API function SSL_select_next_proto with an
empty supported client protocols buffer may cause a crash or memory contents to
be sent to the peer.

Impact summary: A buffer overread can have a range of potential consequences
such as unexpected application beahviour or a crash. In particular this issue
could result in up to 255 bytes of arbitrary private data from memory being sent
to the peer leading to a loss of confidentiality. However, only applications
that directly call the SSL_select_next_proto function with a 0 length list of
supported client protocols are affected by this issue. This would normally never
be a valid scenario and is typically not under attacker control but may occur by
accident in the case of a configuration or programming error in the calling
application.

The OpenSSL API function SSL_select_next_proto is typically used by TLS
applications that support ALPN (Application Layer Protocol Negotiation) or NPN
(Next Protocol Negotiation). NPN is older, was never standardised and
is deprecated in favour of ALPN. We believe that ALPN is significantly more
widely deployed than NPN. The SSL_select_next_proto function accepts a list of
protocols from the server and a list of protocols from the client and returns
the first protocol that appears in the server list that also appears in the
client list. In the case of no overlap between the two lists it returns the
first item in the client list. In either case it will signal whether an overlap
between the two lists was found. In the case where SSL_select_next_proto is
called with a zero length client list it fails to notice this condition and
returns the memory immediately following the client list pointer (and reports
that there was no overlap in the lists).

This function is typically called from a server side application callback for
ALPN or a client side application callback for NPN. In the case of ALPN the list
of protocols supplied by the client is guaranteed by libssl to never be zero in
length. The list of ...",CVE-2024-5535,Low,Low,security,JFrog,alpine:libcrypto3,< 3.0.14-r0,3.0.14-r0,,3.17:libcrypto3,,9.1/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:H,CWE-125,XRAY-607877,false,alpine://3.17:libcrypto3:3.0.8-r3,alpine://3.17:libcrypto3,"sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:libcrypto3:3.0.8-r3;
sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:libssl3:3.0.8-r3",Applicable
Prototype Pollution in GitHub repository automattic/mongoose prior to 7.3.4.,CVE-2023-3696,Critical,Critical,security,JFrog,mongoose,"< 5.13.20,6.0.0 ≤ Version < 6.11.3,7.0.0 ≤ Version < 7.3.3","5.13.20,6.11.3,7.3.3",,mongoose,,9.8/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-1321,XRAY-525927,false,npm://mongoose:5.0.0,npm://mongoose,sha256__7ded2465c61dfe2b42e59390a496788532dfd7a3d1c980d186cd36a9e2133c06.tar.gz/app/node_modules/mongoose,Not Applicable
Versions of lodash lower than 4.17.12 are vulnerable to Prototype Pollution. The function defaultsDeep could be tricked into adding or modifying properties of Object.prototype using a constructor payload.,CVE-2019-10744,Critical,High,security,JFrog,lodash,< 4.17.12,4.17.12,2023-01-08T19:27:00Z,lodash,6.4/CVSS:2.0/AV:N/AC:L/Au:N/C:N/I:P/A:P,9.1/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H,"CWE-1321,CWE-20",XRAY-85679,false,npm://lodash:4.17.4,npm://lodash,sha256__7ded2465c61dfe2b42e59390a496788532dfd7a3d1c980d186cd36a9e2133c06.tar.gz/app/node_modules/lodash,Not Applicable
The ip package before 1.1.9 for Node.js might allow SSRF because some IP addresses (such as 0x7f.1) are improperly categorized as globally routable via isPublic.,CVE-2023-42282,Critical,High,security,JFrog,ip,"< 1.1.9,2.0.0","1.1.9,2.0.1",,ip,,9.8/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-918,XRAY-590313,false,npm://ip:1.1.5,npm://ip,sha256__8f665685b215c7daf9164545f1bbdd74d800af77d0d267db31fe0345c0c8fb8b.tar.gz/usr/local/lib/node_modules/npm/node_modules/ip,Not Applicable
"Axios is a promise based HTTP client for the browser and Node.js. Prior to 1.15.0 and 0.31.0, Axios does not correctly handle hostname normalization when checking NO_PROXY rules. Requests to loopback addresses like localhost. (with a trailing dot) or [::1] (IPv6 literal) skip NO_PROXY matching and go through the configured proxy. This goes against what developers expect and lets attackers force requests through a proxy, even if NO_PROXY is set up to protect loopback or internal services. This issue leads to the possibility of proxy bypass and SSRF vulnerabilities allowing attackers to reach sensitive loopback or internal services despite the configured protections. This vulnerability is fixed in 1.15.0 and 0.31.0.",CVE-2025-62718,Critical,Medium,security,JFrog,axios,"< 0.31.0,1.0.0 ≤ Version < 1.15.0","0.31.0,1.15.0",,axios,,9.9/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:L/A:L,"CWE-918,CWE-441",XRAY-963018,false,npm://axios:0.18.0,npm://axios,sha256__7ded2465c61dfe2b42e59390a496788532dfd7a3d1c980d186cd36a9e2133c06.tar.gz/app/node_modules/axios,Not Applicable
Versions of the package tough-cookie before 4.1.3 are vulnerable to Prototype Pollution due to improper handling of Cookies when using CookieJar in rejectPublicSuffixes=false mode. This issue arises from the manner in which the objects are initialized.,CVE-2023-26136,Critical,Medium,security,JFrog,tough-cookie,< 4.1.3,4.1.3,,tough-cookie,,9.8/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-1321,XRAY-522747,false,npm://tough-cookie:2.5.0,npm://tough-cookie,sha256__8f665685b215c7daf9164545f1bbdd74d800af77d0d267db31fe0345c0c8fb8b.tar.gz/usr/local/lib/node_modules/npm/node_modules/tough-cookie,Not Applicable
"Axios is a promise based HTTP client for the browser and Node.js. Prior to 1.15.1 and 0.31.1, an attacker who can influence the target URL of an Axios request can use any address in the 127.0.0.0/8 range (other than 127.0.0.1) to completely bypass the NO_PROXY protection. This vulnerability is due to an incomplete for CVE-2025-62718, This vulnerability is fixed in 1.15.1 and 0.31.1.",CVE-2026-42043,Critical,Low,security,JFrog,axios,"≤ 0.31.0,1.0.0 ≤ Version < 1.15.1","0.31.1,1.15.1",,axios,,10.0/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:N,"CWE-441,CWE-183,CWE-918",XRAY-975955,false,npm://axios:0.18.0,npm://axios,sha256__7ded2465c61dfe2b42e59390a496788532dfd7a3d1c980d186cd36a9e2133c06.tar.gz/app/node_modules/axios,Not Applicable
"Use of Insufficiently Random Values vulnerability in form-data allows HTTP Parameter Pollution (HPP). This vulnerability is associated with program files lib/form_data.Js.

This issue affects form-data: < 2.5.4, 3.0.0 - 3.0.3, 4.0.0 - 4.0.3.",CVE-2025-7783,Critical,Low,security,JFrog,form-data,"< 2.5.4,3.0.0 ≤ Version < 3.0.4,4.0.0 ≤ Version < 4.0.4","2.5.4,3.0.4,4.0.4",,form-data,,,CWE-330,XRAY-711280,false,npm://form-data:2.3.3,npm://form-data,sha256__8f665685b215c7daf9164545f1bbdd74d800af77d0d267db31fe0345c0c8fb8b.tar.gz/usr/local/lib/node_modules/npm/node_modules/form-data,Not Applicable
"In axios before 1.7.8, lib/helpers/isURLSameOrigin.js does not use a URL object when determining an origin, and has a potentially unwanted setAttribute('href',href) call. NOTE: some parties feel that the code change only addresses a warning message from a SAST tool and does not fix a vulnerability.",CVE-2024-57965,Critical,Low,security,JFrog,axios,< 1.7.8,,,axios,,9.8/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-346,XRAY-668918,false,npm://axios:0.18.0,npm://axios,sha256__7ded2465c61dfe2b42e59390a496788532dfd7a3d1c980d186cd36a9e2133c06.tar.gz/app/node_modules/axios,Not Applicable
"An arbitrary file upload vulnerability in formidable v3.1.4 allows attackers to execute arbitrary code via a crafted filename. NOTE: some third parties dispute this issue because the product has common use cases in which uploading arbitrary files is the desired behavior. Also, there are configuration options in all versions that can change the default behavior of how files are handled. Strapi does not consider this to be a valid vulnerability.",CVE-2022-29622,Critical,Low,security,JFrog,formidable,< 3.2.4,3.2.4,2023-02-12T08:35:00Z,formidable,7.5/CVSS:2.0/AV:N/AC:L/Au:N/C:P/I:P/A:P,9.8/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-434,XRAY-210920,false,npm://formidable:2.1.5,npm://formidable,sha256__7ded2465c61dfe2b42e59390a496788532dfd7a3d1c980d186cd36a9e2133c06.tar.gz/app/node_modules/formidable,Not Applicable
